NIK;Nama;Alamat_Asal;Alamat_Tujuan;Alasan_Kepindahan;Tanggal_Kepindahan
4760984135;Fitri Gunawan;Jalan Ahmad Yani No. 33, Kota Bali, Bali, 78699;Jalan Gatot Subroto No. 56, Kota Jawa Barat, Jawa Barat, 21792;Lainnya;05/29/2011
7743624185;Rita Hidayat;Jalan Sudirman No. 69, Kota Sumatera Barat, Sumatera Barat, 91779;Jalan Veteran No. 100, Kota Bali, Bali, 58176;Lainnya;10/15/2000
7704209563;Rini Wijaya;Jalan Ahmad Yani No. 10, Kota DKI Jakarta, DKI Jakarta, 16819;Jalan Sudirman No. 8, Kota Jawa Barat, Jawa Barat, 39489;Keluarga;05/15/2009
1458457620;Muhammad Hidayat;Jalan Gatot Subroto No. 80, Kota Banten, Banten, 67404;Jalan Ahmad Yani No. 35, Kota DKI Jakarta, DKI Jakarta, 37434;Keluarga;10/27/2007
1051107102;Slamet Hidayat;Jalan Veteran No. 80, Kota Sumatera Barat, Sumatera Barat, 60893;Jalan Veteran No. 21, Kota DKI Jakarta, DKI Jakarta, 34065;Lainnya;07/02/2023
3084159668;Dedi Saputra;Jalan Ahmad Yani No. 11, Kota Banten, Banten, 60441;Jalan Gatot Subroto No. 97, Kota Jawa Barat, Jawa Barat, 37863;Pekerjaan;06/15/2012
4832145208;Yuni Kurniawan;Jalan Ahmad Yani No. 1, Kota DKI Jakarta, DKI Jakarta, 64887;Jalan Ahmad Yani No. 17, Kota Jawa Barat, Jawa Barat, 85538;Pekerjaan;11/06/2024
6155703642;Erni Andriani;Jalan Diponegoro No. 62, Kota Sumatera Utara, Sumatera Utara, 52829;Jalan Diponegoro No. 19, Kota DKI Jakarta, DKI Jakarta, 49538;Pekerjaan;07/17/2002
9890223726;Rina Nugroho;Jalan Gatot Subroto No. 87, Kota Jawa Barat, Jawa Barat, 86240;Jalan Ahmad Yani No. 68, Kota Bali, Bali, 31143;Lainnya;12/02/2008
9259569108;Erni Hutapea;Jalan Veteran No. 37, Kota Sumatera Barat, Sumatera Barat, 81929;Jalan Sudirman No. 61, Kota Jawa Timur, Jawa Timur, 10793;Pendidikan;11/05/2001
2900771524;Indah Gunawan;Jalan Merdeka No. 54, Kota Banten, Banten, 61398;Jalan Sudirman No. 43, Kota Bali, Bali, 27225;Keluarga;08/06/2018
6002733918;Muhammad Setiawan;Jalan Diponegoro No. 40, Kota Jawa Timur, Jawa Timur, 66348;Jalan Veteran No. 3, Kota Bali, Bali, 99594;Lainnya;06/18/2011
3773656844;Wati Nugroho;Jalan Gatot Subroto No. 82, Kota Jawa Barat, Jawa Barat, 57950;Jalan Ahmad Yani No. 75, Kota Jawa Tengah, Jawa Tengah, 46561;Lainnya;07/19/2016
4537811953;Lia Andriani;Jalan Veteran No. 17, Kota Sumatera Barat, Sumatera Barat, 52210;Jalan Veteran No. 91, Kota Bali, Bali, 26079;Lainnya;10/19/2024
4392877338;Lia Andriani;Jalan Gatot Subroto No. 88, Kota Jawa Barat, Jawa Barat, 37111;Jalan Gatot Subroto No. 90, Kota Bali, Bali, 19115;Keluarga;01/06/2019
4685355092;Siti Pranoto;Jalan Veteran No. 26, Kota Sumatera Utara, Sumatera Utara, 93703;Jalan Gatot Subroto No. 63, Kota Bali, Bali, 72975;Pekerjaan;07/13/2021
7876745849;Erni Nugroho;Jalan Veteran No. 70, Kota Bali, Bali, 95374;Jalan Diponegoro No. 1, Kota DKI Jakarta, DKI Jakarta, 51726;Keluarga;07/21/2022
7457180473;Yuni Andriani;Jalan Ahmad Yani No. 32, Kota Jawa Tengah, Jawa Tengah, 35484;Jalan Diponegoro No. 19, Kota Sumatera Utara, Sumatera Utara, 89883;Keluarga;10/04/2013
9424802703;Yulio Santoso;Jalan Veteran No. 46, Kota Bali, Bali, 14199;Jalan Diponegoro No. 65, Kota Bali, Bali, 55089;Lainnya;09/18/2021
6122026859;Muhammad Sirait;Jalan Veteran No. 56, Kota Jawa Timur, Jawa Timur, 24006;Jalan Diponegoro No. 83, Kota DKI Jakarta, DKI Jakarta, 54610;Lainnya;04/08/2002
4779211419;Adi Nugroho;Jalan Diponegoro No. 10, Kota Jawa Tengah, Jawa Tengah, 78112;Jalan Veteran No. 33, Kota Sumatera Utara, Sumatera Utara, 45420;Lainnya;04/18/2000
823450840;Fitri Gunawan;Jalan Merdeka No. 67, Kota DKI Jakarta, DKI Jakarta, 16042;Jalan Diponegoro No. 99, Kota Sumatera Barat, Sumatera Barat, 57856;Keluarga;07/21/2001
6657671159;Adi Setiawan;Jalan Sudirman No. 25, Kota Sumatera Utara, Sumatera Utara, 48850;Jalan Sudirman No. 46, Kota Jawa Timur, Jawa Timur, 90296;Pekerjaan;08/25/2007
8504638920;Agus Susanto;Jalan Diponegoro No. 66, Kota Sumatera Utara, Sumatera Utara, 81588;Jalan Sudirman No. 90, Kota Sumatera Utara, Sumatera Utara, 46223;Lainnya;03/30/2008
3747146282;Yulio Sirait;Jalan Gatot Subroto No. 93, Kota Jawa Tengah, Jawa Tengah, 31913;Jalan Ahmad Yani No. 82, Kota Sumatera Utara, Sumatera Utara, 45601;Keluarga;12/17/2005
8376284797;Adi Hutapea;Jalan Ahmad Yani No. 79, Kota Sumatera Utara, Sumatera Utara, 33605;Jalan Veteran No. 91, Kota DKI Jakarta, DKI Jakarta, 56116;Pendidikan;03/27/2000
148409830;Nurul Nugroho;Jalan Gatot Subroto No. 27, Kota Sumatera Utara, Sumatera Utara, 25041;Jalan Veteran No. 57, Kota DKI Jakarta, DKI Jakarta, 86965;Pekerjaan;04/29/2003
7653394922;Dedi Hartono;Jalan Merdeka No. 64, Kota Banten, Banten, 28731;Jalan Veteran No. 4, Kota Jawa Timur, Jawa Timur, 41356;Keluarga;03/13/2000
2034168615;Fitri Saputra;Jalan Sudirman No. 50, Kota Sumatera Utara, Sumatera Utara, 74846;Jalan Diponegoro No. 4, Kota Jawa Barat, Jawa Barat, 54781;Pekerjaan;07/07/2000
2511751571;Yuni Prasetyo;Jalan Sudirman No. 94, Kota Banten, Banten, 17217;Jalan Ahmad Yani No. 13, Kota Sumatera Barat, Sumatera Barat, 17268;Pendidikan;07/19/2003
9539832015;Hadi Setiawan;Jalan Veteran No. 70, Kota Banten, Banten, 70791;Jalan Gatot Subroto No. 17, Kota Sumatera Utara, Sumatera Utara, 45122;Pekerjaan;04/29/2012
3953267375;Budi Gunawan;Jalan Diponegoro No. 77, Kota Jawa Tengah, Jawa Tengah, 99573;Jalan Gatot Subroto No. 42, Kota Sumatera Barat, Sumatera Barat, 11857;Pekerjaan;09/04/2018
5060915732;Hendro Santoso;Jalan Merdeka No. 47, Kota Banten, Banten, 89762;Jalan Veteran No. 79, Kota Banten, Banten, 61152;Lainnya;01/27/2019
56312933;Wati Saputra;Jalan Veteran No. 19, Kota Sumatera Utara, Sumatera Utara, 11475;Jalan Gatot Subroto No. 79, Kota Jawa Barat, Jawa Barat, 39252;Keluarga;05/31/2017
1822225376;Budi Andriani;Jalan Merdeka No. 91, Kota Jawa Tengah, Jawa Tengah, 30638;Jalan Sudirman No. 39, Kota Sumatera Utara, Sumatera Utara, 93596;Keluarga;10/14/2005
1355434550;Rita Prasetyo;Jalan Veteran No. 64, Kota Jawa Barat, Jawa Barat, 38929;Jalan Merdeka No. 88, Kota Jawa Timur, Jawa Timur, 96071;Pekerjaan;01/26/2003
3446872712;Taufik Nugroho;Jalan Ahmad Yani No. 35, Kota Sumatera Barat, Sumatera Barat, 30237;Jalan Merdeka No. 99, Kota Banten, Banten, 11865;Lainnya;03/23/2022
9802819481;Rudi Andriani;Jalan Diponegoro No. 57, Kota Sumatera Barat, Sumatera Barat, 51129;Jalan Diponegoro No. 53, Kota Jawa Timur, Jawa Timur, 79890;Pendidikan;03/26/2014
9922703403;Hendro Prasetyo;Jalan Gatot Subroto No. 30, Kota Sumatera Barat, Sumatera Barat, 13450;Jalan Sudirman No. 97, Kota Sumatera Barat, Sumatera Barat, 90720;Lainnya;07/04/2003
4871169195;Nurul Hidayat;Jalan Gatot Subroto No. 62, Kota Jawa Tengah, Jawa Tengah, 16425;Jalan Veteran No. 33, Kota Banten, Banten, 33585;Keluarga;03/11/2020
506397513;Rita Andriani;Jalan Diponegoro No. 87, Kota Jawa Tengah, Jawa Tengah, 99824;Jalan Diponegoro No. 93, Kota Sumatera Utara, Sumatera Utara, 34532;Keluarga;10/06/2021
2132443454;Yuni Santoso;Jalan Gatot Subroto No. 58, Kota Sumatera Utara, Sumatera Utara, 92556;Jalan Gatot Subroto No. 18, Kota DKI Jakarta, DKI Jakarta, 22189;Pekerjaan;06/21/2023
9484658614;Iwan Sirait;Jalan Gatot Subroto No. 44, Kota DKI Jakarta, DKI Jakarta, 10335;Jalan Veteran No. 38, Kota Bali, Bali, 42508;Lainnya;08/13/2001
5409677586;Eko Gunawan;Jalan Diponegoro No. 92, Kota Jawa Barat, Jawa Barat, 75100;Jalan Gatot Subroto No. 43, Kota Sumatera Utara, Sumatera Utara, 82009;Lainnya;01/19/2001
7161165865;Ani Hartono;Jalan Diponegoro No. 78, Kota Jawa Tengah, Jawa Tengah, 11557;Jalan Veteran No. 84, Kota DKI Jakarta, DKI Jakarta, 44323;Keluarga;03/17/2000
5050131302;Ani Santoso;Jalan Merdeka No. 17, Kota Sumatera Barat, Sumatera Barat, 20532;Jalan Veteran No. 12, Kota Sumatera Utara, Sumatera Utara, 96238;Lainnya;08/13/2018
6753762603;Hendro Santoso;Jalan Diponegoro No. 86, Kota DKI Jakarta, DKI Jakarta, 40436;Jalan Merdeka No. 52, Kota Banten, Banten, 23502;Lainnya;07/02/2008
8617189991;Maya Sirait;Jalan Veteran No. 12, Kota DKI Jakarta, DKI Jakarta, 78098;Jalan Sudirman No. 5, Kota Jawa Timur, Jawa Timur, 98522;Keluarga;10/10/2006
3193049467;Slamet Prasetyo;Jalan Merdeka No. 83, Kota Sumatera Barat, Sumatera Barat, 58238;Jalan Merdeka No. 73, Kota Banten, Banten, 43943;Pendidikan;12/24/2023
2605458378;Erni Kurniawan;Jalan Merdeka No. 42, Kota Bali, Bali, 44658;Jalan Diponegoro No. 55, Kota DKI Jakarta, DKI Jakarta, 63169;Pendidikan;12/13/2011
4483526430;Budi Wijaya;Jalan Ahmad Yani No. 22, Kota Jawa Barat, Jawa Barat, 13839;Jalan Gatot Subroto No. 80, Kota Jawa Barat, Jawa Barat, 94826;Lainnya;03/07/2013
9655298943;Susan Setiawan;Jalan Sudirman No. 43, Kota Jawa Timur, Jawa Timur, 89052;Jalan Ahmad Yani No. 56, Kota Jawa Timur, Jawa Timur, 15835;Lainnya;09/17/2020
2036302049;Hendro Setiawan;Jalan Sudirman No. 86, Kota Jawa Tengah, Jawa Tengah, 25863;Jalan Gatot Subroto No. 38, Kota Sumatera Utara, Sumatera Utara, 92985;Pendidikan;12/27/2010
2333311221;Taufik Sirait;Jalan Diponegoro No. 95, Kota DKI Jakarta, DKI Jakarta, 67415;Jalan Diponegoro No. 65, Kota Bali, Bali, 13273;Pekerjaan;09/09/2024
2580497826;Ani Gunawan;Jalan Diponegoro No. 94, Kota Banten, Banten, 61779;Jalan Gatot Subroto No. 20, Kota Banten, Banten, 61204;Pekerjaan;08/07/2004
3835118077;Adi Susanto;Jalan Ahmad Yani No. 56, Kota Bali, Bali, 85295;Jalan Sudirman No. 29, Kota Sumatera Barat, Sumatera Barat, 27213;Keluarga;03/25/2013
8411759054;Ani Hutapea;Jalan Diponegoro No. 93, Kota Jawa Barat, Jawa Barat, 97445;Jalan Merdeka No. 35, Kota DKI Jakarta, DKI Jakarta, 59518;Pendidikan;05/02/2017
6399120546;Budi Santoso;Jalan Sudirman No. 58, Kota Jawa Tengah, Jawa Tengah, 55711;Jalan Merdeka No. 27, Kota Jawa Barat, Jawa Barat, 34507;Pekerjaan;02/21/2008
9808204629;Bambang Prasetyo;Jalan Sudirman No. 57, Kota Sumatera Barat, Sumatera Barat, 41735;Jalan Merdeka No. 3, Kota Sumatera Barat, Sumatera Barat, 55852;Keluarga;03/08/2023
1335231651;Rita Gunawan;Jalan Sudirman No. 5, Kota Jawa Tengah, Jawa Tengah, 23297;Jalan Diponegoro No. 90, Kota Sumatera Barat, Sumatera Barat, 13787;Pendidikan;02/02/2015
4360893122;Maya Prasetyo;Jalan Diponegoro No. 55, Kota Jawa Tengah, Jawa Tengah, 67210;Jalan Gatot Subroto No. 86, Kota DKI Jakarta, DKI Jakarta, 99140;Pekerjaan;10/21/2024
1864072996;Rina Pranoto;Jalan Sudirman No. 78, Kota Sumatera Barat, Sumatera Barat, 53655;Jalan Merdeka No. 53, Kota DKI Jakarta, DKI Jakarta, 58472;Pendidikan;01/27/2005
3244092872;Fitri Hidayat;Jalan Sudirman No. 31, Kota Jawa Tengah, Jawa Tengah, 75036;Jalan Veteran No. 41, Kota Jawa Tengah, Jawa Tengah, 95949;Pendidikan;10/23/2002
6221800516;Dewi Wijaya;Jalan Veteran No. 17, Kota Sumatera Utara, Sumatera Utara, 51261;Jalan Gatot Subroto No. 64, Kota Jawa Tengah, Jawa Tengah, 79098;Keluarga;06/02/2011
1298982804;Wati Saputra;Jalan Sudirman No. 55, Kota Bali, Bali, 20124;Jalan Veteran No. 14, Kota Jawa Barat, Jawa Barat, 21816;Pendidikan;11/15/2018
4853809001;Rudi Pranoto;Jalan Veteran No. 50, Kota Banten, Banten, 55585;Jalan Sudirman No. 31, Kota Banten, Banten, 38732;Keluarga;05/25/2021
4317410146;Budi Wijaya;Jalan Sudirman No. 42, Kota Sumatera Utara, Sumatera Utara, 56898;Jalan Veteran No. 46, Kota Banten, Banten, 70373;Pekerjaan;01/25/2010
624771871;Rina Andriani;Jalan Ahmad Yani No. 96, Kota DKI Jakarta, DKI Jakarta, 41254;Jalan Gatot Subroto No. 7, Kota Banten, Banten, 28920;Lainnya;08/26/2001
6769698469;Lia Gunawan;Jalan Sudirman No. 15, Kota Banten, Banten, 52340;Jalan Gatot Subroto No. 36, Kota Sumatera Utara, Sumatera Utara, 36319;Pekerjaan;11/09/2005
3172710824;Muhammad Hidayat;Jalan Sudirman No. 85, Kota Jawa Barat, Jawa Barat, 42789;Jalan Sudirman No. 45, Kota Banten, Banten, 23463;Pekerjaan;10/10/2004
292847824;Yuni Kurniawan;Jalan Diponegoro No. 65, Kota DKI Jakarta, DKI Jakarta, 71187;Jalan Veteran No. 37, Kota Banten, Banten, 33080;Lainnya;10/29/2017
9917941043;Ahmad Pranoto;Jalan Ahmad Yani No. 59, Kota Banten, Banten, 19116;Jalan Gatot Subroto No. 90, Kota Jawa Barat, Jawa Barat, 87780;Pekerjaan;07/03/2010
2479095595;Dedi Kurniawan;Jalan Veteran No. 99, Kota Jawa Tengah, Jawa Tengah, 30052;Jalan Diponegoro No. 28, Kota Bali, Bali, 64599;Keluarga;06/20/2000
158971232;Bambang Santoso;Jalan Sudirman No. 59, Kota Sumatera Utara, Sumatera Utara, 39789;Jalan Merdeka No. 21, Kota Jawa Barat, Jawa Barat, 85678;Keluarga;11/17/2002
2456895459;Hadi Setiawan;Jalan Diponegoro No. 32, Kota DKI Jakarta, DKI Jakarta, 68375;Jalan Sudirman No. 30, Kota Sumatera Barat, Sumatera Barat, 62159;Keluarga;06/27/2022
7373685671;Hadi Hutapea;Jalan Veteran No. 41, Kota Jawa Timur, Jawa Timur, 61098;Jalan Ahmad Yani No. 64, Kota Jawa Barat, Jawa Barat, 68424;Lainnya;10/16/2006
8164322529;Yuni Andriani;Jalan Sudirman No. 18, Kota DKI Jakarta, DKI Jakarta, 94180;Jalan Merdeka No. 18, Kota Jawa Tengah, Jawa Tengah, 39598;Pekerjaan;07/15/2009
8999732522;Adi Setiawan;Jalan Gatot Subroto No. 11, Kota Sumatera Barat, Sumatera Barat, 32611;Jalan Sudirman No. 70, Kota Jawa Tengah, Jawa Tengah, 26108;Pendidikan;12/24/2021
1577274129;Yulio Hutapea;Jalan Veteran No. 68, Kota Bali, Bali, 78438;Jalan Merdeka No. 27, Kota DKI Jakarta, DKI Jakarta, 58372;Pendidikan;03/17/2013
4163582223;Ahmad Kurniawan;Jalan Ahmad Yani No. 20, Kota Jawa Tengah, Jawa Tengah, 52020;Jalan Merdeka No. 37, Kota Jawa Tengah, Jawa Tengah, 14010;Lainnya;08/30/2018
5517728313;Ani Hidayat;Jalan Sudirman No. 52, Kota Banten, Banten, 93499;Jalan Veteran No. 43, Kota Banten, Banten, 87792;Pendidikan;02/13/2013
3882688541;Rini Gunawan;Jalan Diponegoro No. 64, Kota Jawa Barat, Jawa Barat, 24966;Jalan Ahmad Yani No. 39, Kota Bali, Bali, 63366;Lainnya;10/28/2024
7916497196;Taufik Setiawan;Jalan Diponegoro No. 96, Kota Jawa Tengah, Jawa Tengah, 35196;Jalan Veteran No. 58, Kota DKI Jakarta, DKI Jakarta, 85291;Keluarga;02/14/2015
9103389559;Indah Santoso;Jalan Sudirman No. 25, Kota Jawa Timur, Jawa Timur, 28877;Jalan Sudirman No. 25, Kota DKI Jakarta, DKI Jakarta, 81745;Keluarga;05/12/2015
6383990750;Slamet Sirait;Jalan Gatot Subroto No. 100, Kota Banten, Banten, 47924;Jalan Diponegoro No. 5, Kota Bali, Bali, 31678;Pekerjaan;07/26/2005
8456090543;Muhammad Andriani;Jalan Veteran No. 71, Kota Banten, Banten, 30052;Jalan Sudirman No. 77, Kota Sumatera Barat, Sumatera Barat, 87461;Pekerjaan;07/28/2005
4541751328;Rita Kurniawan;Jalan Diponegoro No. 85, Kota Jawa Tengah, Jawa Tengah, 85426;Jalan Sudirman No. 59, Kota Sumatera Utara, Sumatera Utara, 92657;Keluarga;05/01/2022
9516444781;Nurul Kurniawan;Jalan Merdeka No. 11, Kota Sumatera Barat, Sumatera Barat, 68348;Jalan Merdeka No. 65, Kota Jawa Timur, Jawa Timur, 97220;Pekerjaan;12/08/2010
9159392771;Nurul Nugroho;Jalan Gatot Subroto No. 64, Kota Jawa Timur, Jawa Timur, 57761;Jalan Veteran No. 76, Kota Jawa Timur, Jawa Timur, 42556;Pekerjaan;05/31/2003
4105881769;Eko Susanto;Jalan Sudirman No. 90, Kota Sumatera Barat, Sumatera Barat, 24869;Jalan Merdeka No. 44, Kota Banten, Banten, 40105;Keluarga;12/05/2000
1170372017;Rudi Wijaya;Jalan Diponegoro No. 47, Kota Jawa Barat, Jawa Barat, 17951;Jalan Merdeka No. 2, Kota Jawa Timur, Jawa Timur, 48562;Pendidikan;06/15/2000
5483977655;Yulio Hutapea;Jalan Gatot Subroto No. 97, Kota DKI Jakarta, DKI Jakarta, 99904;Jalan Ahmad Yani No. 58, Kota Jawa Timur, Jawa Timur, 78755;Lainnya;08/12/2003
7274071037;Hadi Prasetyo;Jalan Sudirman No. 88, Kota Bali, Bali, 72816;Jalan Diponegoro No. 42, Kota Bali, Bali, 46601;Pekerjaan;08/10/2003
2646992291;Agus Hartono;Jalan Diponegoro No. 29, Kota Banten, Banten, 94419;Jalan Sudirman No. 10, Kota Jawa Tengah, Jawa Tengah, 33199;Lainnya;10/03/2016
9498928861;Dedi Santoso;Jalan Veteran No. 52, Kota Jawa Barat, Jawa Barat, 41793;Jalan Diponegoro No. 19, Kota Jawa Timur, Jawa Timur, 16294;Pendidikan;01/23/2020
9891754410;Rita Gunawan;Jalan Ahmad Yani No. 44, Kota Sumatera Utara, Sumatera Utara, 17063;Jalan Sudirman No. 81, Kota Banten, Banten, 62915;Lainnya;08/03/2024
5731607186;Muhammad Wijaya;Jalan Diponegoro No. 7, Kota Jawa Barat, Jawa Barat, 70571;Jalan Merdeka No. 16, Kota Sumatera Barat, Sumatera Barat, 36070;Lainnya;03/06/2001
1583785683;Budi Prasetyo;Jalan Merdeka No. 12, Kota Jawa Tengah, Jawa Tengah, 64020;Jalan Merdeka No. 59, Kota Sumatera Barat, Sumatera Barat, 59111;Keluarga;01/30/2018
6703993144;Bambang Prasetyo;Jalan Gatot Subroto No. 8, Kota Bali, Bali, 39219;Jalan Sudirman No. 85, Kota Jawa Tengah, Jawa Tengah, 47935;Pendidikan;04/29/2003
2644128377;Siti Hutapea;Jalan Merdeka No. 59, Kota Banten, Banten, 44618;Jalan Merdeka No. 31, Kota Sumatera Utara, Sumatera Utara, 40019;Lainnya;12/30/2015
6500802017;Lia Wijaya;Jalan Diponegoro No. 71, Kota DKI Jakarta, DKI Jakarta, 52322;Jalan Gatot Subroto No. 52, Kota Jawa Barat, Jawa Barat, 70934;Pendidikan;11/13/2013
1694812466;Maya Nugroho;Jalan Veteran No. 45, Kota Banten, Banten, 82554;Jalan Ahmad Yani No. 70, Kota Bali, Bali, 35189;Keluarga;10/25/2016
6829004391;Dewi Saputra;Jalan Merdeka No. 99, Kota Jawa Barat, Jawa Barat, 97988;Jalan Merdeka No. 67, Kota DKI Jakarta, DKI Jakarta, 45498;Keluarga;09/02/2005
6577888443;Yuni Pranoto;Jalan Sudirman No. 11, Kota Bali, Bali, 62704;Jalan Ahmad Yani No. 10, Kota Jawa Barat, Jawa Barat, 85291;Keluarga;08/21/2010
4207901428;Slamet Prasetyo;Jalan Diponegoro No. 23, Kota Banten, Banten, 11344;Jalan Sudirman No. 88, Kota Sumatera Barat, Sumatera Barat, 41274;Pekerjaan;11/01/2023
2792995052;Yulio Setiawan;Jalan Merdeka No. 8, Kota Sumatera Utara, Sumatera Utara, 26260;Jalan Gatot Subroto No. 66, Kota Jawa Barat, Jawa Barat, 73646;Pendidikan;07/17/2022
5182147683;Agus Setiawan;Jalan Gatot Subroto No. 73, Kota Jawa Tengah, Jawa Tengah, 51504;Jalan Sudirman No. 2, Kota Jawa Tengah, Jawa Tengah, 99027;Keluarga;07/18/2004
5023522020;Yuni Nugroho;Jalan Diponegoro No. 90, Kota Jawa Barat, Jawa Barat, 21865;Jalan Ahmad Yani No. 3, Kota Bali, Bali, 83491;Pendidikan;01/10/2021
9119342563;Eko Hidayat;Jalan Merdeka No. 76, Kota Sumatera Utara, Sumatera Utara, 65533;Jalan Gatot Subroto No. 52, Kota Jawa Tengah, Jawa Tengah, 46554;Lainnya;06/18/2012
6965823630;Rini Hidayat;Jalan Merdeka No. 32, Kota Jawa Timur, Jawa Timur, 98276;Jalan Merdeka No. 55, Kota Sumatera Barat, Sumatera Barat, 25859;Pendidikan;06/17/2016
9246147798;Yulio Nugroho;Jalan Diponegoro No. 41, Kota DKI Jakarta, DKI Jakarta, 83509;Jalan Gatot Subroto No. 62, Kota Bali, Bali, 11074;Pekerjaan;11/20/2013
6123424001;Taufik Kurniawan;Jalan Diponegoro No. 93, Kota Banten, Banten, 45216;Jalan Sudirman No. 89, Kota Sumatera Utara, Sumatera Utara, 65295;Lainnya;12/08/2009
3565421172;Susan Andriani;Jalan Diponegoro No. 59, Kota Sumatera Barat, Sumatera Barat, 97460;Jalan Ahmad Yani No. 19, Kota Sumatera Utara, Sumatera Utara, 38239;Lainnya;09/19/2020
8629399553;Iwan Sirait;Jalan Merdeka No. 44, Kota Jawa Timur, Jawa Timur, 78395;Jalan Gatot Subroto No. 28, Kota Banten, Banten, 55379;Pekerjaan;05/21/2008
234009301;Dedi Hidayat;Jalan Diponegoro No. 96, Kota Sumatera Utara, Sumatera Utara, 12433;Jalan Merdeka No. 29, Kota DKI Jakarta, DKI Jakarta, 99617;Pendidikan;06/08/2018
7610283749;Rudi Kurniawan;Jalan Gatot Subroto No. 55, Kota Sumatera Barat, Sumatera Barat, 73893;Jalan Gatot Subroto No. 10, Kota Sumatera Barat, Sumatera Barat, 30870;Pendidikan;09/06/2019
9451705710;Slamet Hartono;Jalan Sudirman No. 17, Kota Banten, Banten, 95340;Jalan Gatot Subroto No. 8, Kota Sumatera Barat, Sumatera Barat, 91342;Pendidikan;02/14/2007
619307702;Susan Pranoto;Jalan Veteran No. 65, Kota Jawa Barat, Jawa Barat, 27655;Jalan Sudirman No. 11, Kota Jawa Barat, Jawa Barat, 17110;Pekerjaan;12/07/2016
1398404326;Hendro Susanto;Jalan Veteran No. 4, Kota Jawa Timur, Jawa Timur, 95971;Jalan Sudirman No. 41, Kota Jawa Tengah, Jawa Tengah, 16877;Keluarga;02/23/2003
2995787412;Slamet Saputra;Jalan Veteran No. 30, Kota Bali, Bali, 11543;Jalan Diponegoro No. 70, Kota Sumatera Utara, Sumatera Utara, 83177;Pendidikan;04/14/2024
7605538481;Adi Gunawan;Jalan Veteran No. 74, Kota Jawa Timur, Jawa Timur, 56117;Jalan Ahmad Yani No. 59, Kota Sumatera Barat, Sumatera Barat, 53470;Pendidikan;01/02/2003
7917077971;Indah Setiawan;Jalan Sudirman No. 73, Kota Sumatera Barat, Sumatera Barat, 94018;Jalan Merdeka No. 82, Kota Banten, Banten, 93176;Pendidikan;10/28/2011
9007323267;Rudi Hartono;Jalan Sudirman No. 62, Kota Sumatera Utara, Sumatera Utara, 14558;Jalan Sudirman No. 32, Kota Sumatera Barat, Sumatera Barat, 84266;Pendidikan;02/21/2021
761228259;Rita Prasetyo;Jalan Sudirman No. 34, Kota Jawa Barat, Jawa Barat, 88930;Jalan Diponegoro No. 10, Kota Jawa Timur, Jawa Timur, 82205;Keluarga;03/23/2019
3885293534;Dedi Sirait;Jalan Diponegoro No. 74, Kota Jawa Barat, Jawa Barat, 71688;Jalan Diponegoro No. 11, Kota Jawa Tengah, Jawa Tengah, 96156;Keluarga;07/26/2002
5658736814;Muhammad Susanto;Jalan Merdeka No. 89, Kota DKI Jakarta, DKI Jakarta, 71246;Jalan Sudirman No. 21, Kota Jawa Timur, Jawa Timur, 43812;Pekerjaan;03/17/2014
4738392420;Adi Susanto;Jalan Veteran No. 99, Kota Sumatera Utara, Sumatera Utara, 86119;Jalan Veteran No. 85, Kota Sumatera Barat, Sumatera Barat, 16613;Keluarga;05/07/2001
7448849371;Ani Hutapea;Jalan Gatot Subroto No. 60, Kota Sumatera Barat, Sumatera Barat, 53753;Jalan Gatot Subroto No. 94, Kota Jawa Tengah, Jawa Tengah, 45423;Lainnya;06/19/2022
9063307981;Budi Sirait;Jalan Ahmad Yani No. 8, Kota Bali, Bali, 32731;Jalan Sudirman No. 67, Kota Bali, Bali, 60784;Lainnya;08/05/2006
1047554583;Erni Hutapea;Jalan Ahmad Yani No. 64, Kota DKI Jakarta, DKI Jakarta, 98369;Jalan Diponegoro No. 65, Kota Sumatera Barat, Sumatera Barat, 44698;Pekerjaan;05/14/2004
3584478324;Fitri Prasetyo;Jalan Ahmad Yani No. 68, Kota Sumatera Utara, Sumatera Utara, 33965;Jalan Diponegoro No. 20, Kota Jawa Barat, Jawa Barat, 91574;Pekerjaan;04/24/2015
2096873050;Agus Susanto;Jalan Sudirman No. 36, Kota Banten, Banten, 54985;Jalan Merdeka No. 6, Kota Jawa Tengah, Jawa Tengah, 63007;Pekerjaan;04/29/2000
5768459317;Fitri Susanto;Jalan Ahmad Yani No. 19, Kota Banten, Banten, 44819;Jalan Sudirman No. 25, Kota DKI Jakarta, DKI Jakarta, 50475;Lainnya;05/27/2019
4657218906;Muhammad Andriani;Jalan Veteran No. 79, Kota Jawa Timur, Jawa Timur, 87809;Jalan Sudirman No. 42, Kota Bali, Bali, 61821;Lainnya;04/25/2006
9054017373;Erni Setiawan;Jalan Diponegoro No. 15, Kota Banten, Banten, 90375;Jalan Merdeka No. 15, Kota Sumatera Barat, Sumatera Barat, 11288;Keluarga;04/07/2000
6847602017;Fitri Prasetyo;Jalan Diponegoro No. 11, Kota Sumatera Utara, Sumatera Utara, 82820;Jalan Merdeka No. 61, Kota Banten, Banten, 94627;Keluarga;12/15/2004
7239194638;Susan Hidayat;Jalan Diponegoro No. 49, Kota Bali, Bali, 47768;Jalan Gatot Subroto No. 81, Kota DKI Jakarta, DKI Jakarta, 76200;Pekerjaan;05/04/2001
